full_text,translated,klasifikasi,prediksi,sentiment
pasang terutama buat gede anti ruu tni ga lama bakal dihack semua,Put mainly for the Old GA BUDE LETTER will be hacked all,Positif,Positif,TextBlob analysis used
paling getol menolak ruu tni nah sekarang giliran ruu polri bungkam seribu bahasa njir,"The most keen to reject the TNI Bill, now it's the turn of the National Police Bill to be silent in a thousand njir language",Positif,Positif,TextBlob analysis used
aja loe mahasewa mendemo pemerintah sedang gencar basmi koruptor harusnya koruptor didemo mahasewa sudah merugikan negara apa denganmu mahasewa buka dulu topengmu biar kelihatan aslinya siapa bayar ruu tni,"only you have a demonstration of the government being aggressively eradicating corruptors, corruptors should be demonstrated by Mahasewa have harmed what country with you Mahasewa open your mask so that the original is the original paying the TNI Bill",Positif,Positif,TextBlob analysis used
oke lebih spesifik apakah gibran amp jokowi potensial melakukan kudeta pemerintahan karena ketudakpuasan karena ruu tni diajukan prabowo ditujukan menghentikan hegemoni jokowi kepolisian khususnya menempatkan militer kejaksaan agung,Okay more specifically whether Gibran Amp Jokowi has the potential to conduct a government coup because of the satisfaction because the TNI Bill was submitted by Prabowo aimed at stopping the Jokowi Police Hegemony in particular to place the Military of the Attorney General's Office,Positif,Positif,TextBlob analysis used
trus apa kau demo kalauo tdk paham dariafisi ruu tnisemakin kelihatan terpelajar bego banget,"then do you demo if you don't understand from the tnesemi Bill, it looks so educated",Netral,Netral,TextBlob analysis used
perempuan glorifikasinya kelewat batas sudah selalu menjadi supporter penjahat ham sejak kala sepertinya semua tampak ruu tni hanyalah dariama publik,Glorifical women are too limits that have always been supporters of human rights criminals since when all seemed to have seen the TNI Bill only from the public,Netral,Netral,TextBlob analysis used
bener sih harus kasihan sama korban keadaan jadi mereka tidak paham betul apa esensi uu tni ruu polri mereka mau aja disuruh demo penting dibayar ambil pov sbg rakyat rela melakukan apa asal uang bertahan hidup,Really have to feel sorry for the victims of the situation so they do not understand what the essence of the TNI Law the National Police Ruu they want to be told to be important demonstrations to be paid to take POV as the people are willing to do what is the origin of the money to survive,Positif,Positif,TextBlob analysis used
orang tidak punya masa depan sepertti aku sprtinya ikut kaum setuju ruu tni ruu polri deh,"People don't have a future like me, I will be able to join the TNI Bill in the National Police Bill",Positif,Positif,TextBlob analysis used
cak uu tni ruu kejaksaan ruu polri hanyalah tembok membentengi diri intervensi pihak w stream,Cak of the TNI Law the Prosecutor's Office of the National Police Bill is just a wall to fortify the intervention of W Stream,Netral,Netral,TextBlob analysis used
wah sepertinya memang salah kasus korupsi pertamina justru menjadi salah satu tabir menutup fokus masyarakat presiden mengirimkan surat dpr hingga dpr membahas ruu tni tanggal februari kasus pertamina pertama kali muncul februari,"Wow, it seems that the Corruption case of Pertamina has actually become one of the veils closing the focus of the President of the President to send the House of Representatives until the DPR discusses the TNI Bill on February the Pertamina case first appeared in February",Positif,Positif,TextBlob analysis used
wkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwksksskskskskskskss tolak ruu tni,wkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwksksksksksksksksss toka ruu tni,Netral,Netral,TextBlob analysis used
dichat ama orang bilang demo ruu tni fomo padahal setahun lalu dukung wowo biar balikan ama mantan istrinya,Dichat and people say the Demo of the Fomo TNI Bill even though a year ago supported Wowo to get back to his ex -wife,Netral,Netral,TextBlob analysis used
ruu tni merugikan rakyat meningkatkan peran militer ranah sipil berisiko melemahkan demokrasi transparansi kritik muncul akibat proses cepat masukan publik ditambah ketakutan pelanggaran ham kembalinya dwifungsi era suharto meski,The TNI Bill harms the people to increase the role of the military of civilian domains at the risk of weakening transparency democracy in criticism arising from the fast process of public input plus the fear of human rights violations of the Dwifunction of the Suharto era even though,Positif,Positif,TextBlob analysis used
ruu tni hmmmssss menarik yah ted mainnya biar keliatan tegas garang awwwwwww girl,"TNI Bill HMMMMSSSS is interesting, Ted to play so that it looks firm",Positif,Positif,TextBlob analysis used
tentara bahkan ngetwit bebas tentara ngetwit beginian mah langsung dicari pm tolak ruu tni ruu polri semua ruu pasti uu tolol semua pembuatnya jg tolol menghasilkan tolol tolol,"The army even tweeted the free army, this is immediately sought by the PM TNI TNI Bill, all the Bill, the Bill must be a stupid law.",Negatif,Negatif,TextBlob analysis used
bukti kalau pemerintah capable mengelola ekonomi parahnya diurusin malah ruu tni polri kejaksaan tidak hubungan ekonomi,proof that the Capable government manages the economy to be taken care of instead of the Prosecutor's National Police Chief,Positif,Positif,TextBlob analysis used
ramadan udah mau habis bau busuk pemerintah polisi dpr semakin menyengat ruu tni disahkan ruu polri udah depan mata negara semakin absurd,Ramadan already wants to run out of foul smell of the DPR Police Government increasingly stinging the TNI Bill to be passed,Positif,Positif,TextBlob analysis used
hallo ruu tni merugikan rakyat sebutkan alasannya,"Hello, the TNI Bill is detrimental to the people.",Netral,Netral,TextBlob analysis used
ruu nya baru sah aja keadaan negara udah se mencekam media bredel demo disampairin kampus kritik sosmed disampairin dimintain ktp dox hack akun nya bahkan dijadiin kambing hitam kerusuhan negara anjing polisi anjing tni anjing,"The bill is only legitimate, the state of the state has gripped the media Bredel Demo accompanied by a campus criticism of social media being asked to be asked for a dox hack account and even a black goat rioted by the Dog Dogs of the Dogs of the TNI Dog Dogs",Negatif,Negatif,TextBlob analysis used
bang bud jangan kebakaran jenggot fokus aja bang sama ruu tni kek diharapkan sama pemerintah soalnya pecah belah massa,"Bang Bud, don't fire, beard, just focus on the TNI KEK Bill, it is expected",Negatif,Negatif,TextBlob analysis used
gada ruu tni kalo ketemunya sama orang arogan emang gitu dulu kalo ketemu sama orang arogan gitu responnya kek ga pernah idup lama aja lebay banget langsung disangkutin sama ruu tni responnya gitu semua baru darurat takutnya fake,"GADA TNI RUU if the meeting with arrogant people is like that before meeting with arrogant people, so the response never lives for a long time is really too much directly transported by the TNI Bill.",Positif,Positif,TextBlob analysis used
hi siapa open cv pagi buta,hi who open the morning cv,Netral,Netral,TextBlob analysis used
liat berita ruu tni sah jadi ngeri ngerii,Looks for Billing news legally notified,Positif,Positif,TextBlob analysis used
gue pas baca nya georange orwell tepat issue ruu tni semakin kerasa ngeri woi pas ruu disahin rasanya kek bulu kuduk merinding udah nya keliatan banget god please save our people,I read it orwell exactly the issue of billing is getting worse and when it comes to it feels like a feather cake is so tight that it will be saving our people,Negatif,Negatif,TextBlob analysis used
lebarannya kek rapat ruu tni,Lebaran is a meeting of the TNI Bill,Netral,Netral,TextBlob analysis used
when will they realize melakukan halhal sepertik gini bakal bikin malah tambah yakin buat tolak ruu tni,"When will they realize doing things like this, it will make it even more confident for the TNI Bill Rejecting",Positif,Positif,TextBlob analysis used
yang mendukung uu tni ruu polri yang ikut merampas kesejahteraan rakyat,who supported the TNI Law on the National Police Bill who took part in robbing the welfare of the people,Netral,Netral,TextBlob analysis used
dukung ruu tni merupakan bagian upaya pengamanan wilayah nkri kekuasaan oligarki,Supporting the TNI Bill is part of the effort to secure the territory of the Republic of Indonesia,Positif,Positif,TextBlob analysis used
emg mau kiamat kak terjadi disekitar kakak bkn berarti semuanya aja angka phk naik deindustrialisasi byk pekerja informal job opening sedikit mbg tidak jelas manfaat ekonomi masalah apbn defisit lalu ruu tni ruu polri mengarah dwifungsi,"Emg wants the end of the apocalypse to occur around your brother, that means everything is the number of layoffs to rise in the numbers of informal workers, the job opening is a little unclear, the economic benefits of the APBN problem, then the TNI Bill on the National Police Bill, leads to dwifunction",Positif,Positif,TextBlob analysis used
demo harus tujuan jokowi bukan ruu tni,The demonstration must be Jokowi's destination not the TNI Bill,Netral,Netral,TextBlob analysis used
solat dl ap tf dl hmm solat dl,prayer dl tf dl hmm prayers dl,Netral,Netral,TextBlob analysis used
masyarakat magelang gelar aksi damai alunalun dukung penuh ruu tni,Magelang community degrees the Alunalun peaceful action fully supported the TNI Bill,Positif,Positif,TextBlob analysis used
wow sahur terakhir,wow last sahur,Positif,Positif,TextBlob analysis used
gara gara jokowi indonesia amburadul harusnya mahasiswa demo tangkap jokowi bukan ruu tni,"because of Jokowi Indonesia is chaotic, students should have been demonstrating Jokowi not the TNI Bill",Netral,Netral,TextBlob analysis used
gap year setahun akhirnya akhirnya lolos seleksi tni tentu kita tahu sikapnya prajurit ruu tni,"Gap Year a year finally finally passed the TNI selection, of course we know his attitude",Netral,Netral,TextBlob analysis used
bagian mana pasal berapa isi ruu tni yang menjadi persoalan disuruh jelasin malah marah ngamuk ngalor ngidul mana dasarnya cuma ngarang kepengin ruwet aja,What is the matter of the contents of the TNI bill that the question is asked to be clear and angry and angry with the basis of the basis of just the ruin of the ruwet,Negatif,Negatif,TextBlob analysis used
ruu tni dibuat dilatar belakangi beliau merangkap jabatan tni amp asisten prabowo,The TNI Bill was made motivated by he concurrently the position of TNI AMP Assistant Prabowo,Netral,Netral,TextBlob analysis used
buna kemungkinan merujuk istri teddy indaria wijaya sekretaris kabinet indonesia postingan x buna teddy disebut satir terkait ruu tni kontroversial kehamilannya bagian humor bukan fakta teddy menikah tapi,"Buna is likely to refer to Teddy Indaria Wijaya's wife Secretary of the Indonesian Cabinet X Buna Teddy's post is called satire related to the controversial TNI Bill, her pregnancy is not the fact that Teddy is married but",Positif,Positif,TextBlob analysis used
berita demo tolak ruu tni kurang diliput tv nasional kemungkinan pengaruh pemerintah hubungan kepemilikan media ruu tni disahkan maret memperluas peran militer picu protes soal demokrasi tv tvri rcti sctv tampak prioritaskan narasi pemerintah,News Demo Refuses of the TNI Bill Less Corrinated National TV Possibilities The influence of the ownership relationship of the TNI Bill Bill is passed in March to expand the role of the military trigger protest about TVRI RCTI SCTV Democracy.,Negatif,Negatif,TextBlob analysis used
malah menjelaskan dia jadi anak emas prabski masuk jebakannya jokowi biar ga berontak dikasihlah jabatan lewat ruu tni,instead explained that he became a Prabski golden boy into Jokowi's trap so that he did not rebel was given a position through the TNI Bill,Positif,Positif,TextBlob analysis used
biasa malakin mandor proyek amp ruko aja gaya loe coek sok ngomong ruu tni,usually mandor mandor projects aja aja aja loe cook soak song ruu tni tni,Negatif,Negatif,TextBlob analysis used
hi berita demo tolak ruu tni banyak disampaikan tv nasional,Hi News Demo Demonstration of TNI Bill Many Delivered by National TV,Positif,Positif,TextBlob analysis used
najis banget tolol rabies gua,very unclean stupid rabies,Negatif,Negatif,TextBlob analysis used
gmpp pemalang gelar aksi damai mendukung disahkannya ruu tni menek,GMPP Pemalang Holds Peace Action Supports the passing of the TNI Bill,Positif,Positif,TextBlob analysis used
betulsaya aja tau demo tolak ruu tni darii x malah tau ruu tni separah tv nasional,It's true that I just know the demonstration to reject the TNI Bill from X even know the TNI Bill as severe as the National TV,Positif,Positif,TextBlob analysis used
gmpp pemalang gelar aksi damai mendukung disahkannya ruu tni,GMPP Pemalang Holds a Peace Action Supports the Eracing of the TNI Bill,Positif,Positif,TextBlob analysis used
gmpp pemalang gelar aksi damai mendukung disahkannya ruu tni,GMPP Pemalang Holds a Peace Action Supports the Eracing of the TNI Bill,Positif,Positif,TextBlob analysis used
demo bukan untuk uu tni tapi untuk ruu polri ruu kejaksaan bukan berarti menghentikan tuntutan pengadilan jokowi,The demonstration is not for the TNI Law but for the National Police Chief of the Prosecutors' Bill does not mean to stop the demands of the Jokowi Court,Positif,Positif,TextBlob analysis used
dpr giliran ruu perampasan harta koruptor mau bhs giliran ruu tni lsg gercep,Parliament turn to the Bill Division of Corruptors' Assessment Want Bhs turn to the TNI LSG Gercep Bill,Netral,Netral,TextBlob analysis used
ini golongan silent voters dari pajak tni diem diem baee dongooo,"This is the silent voters group from the TNI Tax, Diem Baee Dongooo",Netral,Netral,TextBlob analysis used
akibat ruu tni wkwkwk,As a result of the TNI Bill Wkwkwk,Netral,Netral,TextBlob analysis used
ruu tni kasus ridwan kamil semuanya dilakukan mengelabui korupsi pertamina korupsi lainnya pasti terinspirasi zaman presiden sebelumnya ada kasus besar dibuatlah masalah baru mengalihkan isu,TNI Bill The Ridwan Kamil case was all done to trick Pertamina's corruption other corruption must be inspired by the previous president,Negatif,Negatif,TextBlob analysis used
harusnya beririsan eh anti ruu tni polri anti jokowi jg sama harusnya keduanya berkolaborasi memiliki common enemy,"Should have an anti -TNI TNI Bill Anti Jokowi Bill, the same should both collaborate with Common Enemy",Negatif,Negatif,TextBlob analysis used
ga yang penting nabung,not important to save,Negatif,Negatif,TextBlob analysis used
anggota dpada ri penrad siagian kecam kekerasan aparat aksi tolak ruu tni,DPA member of the Republic of Indonesia Penrad Siagian Kecam Violence for the TNI Bill Rejecting Action Apparatus,Positif,Positif,TextBlob analysis used
kalo smpe kerja sampingan berarti upah diterima ga cukup lah dikira non tni gaada ngojek sm jualan es apa samasama susah mending minta naik gaji bukan malah merugikan salah satu pihak begini lagian ruu tni untung kalian yang ada diatas doang kan,"If you work side job, it means that the wages are received, it is not thought that non -TNI is not a motorcycle taxi, selling ice, what is difficult to ask for a salary, not even harming one of the parties like this, the TNI Bill is fortunate",Negatif,Negatif,TextBlob analysis used
ckckck salah satu kenalanku ada ngedm ngewajarin penundukan perempuan pas aku share soal nolak ruu tni,ckckck one of my acquaintances there is a teasing to teach the submission of women when I share about refusing the TNI Bill,Netral,Netral,TextBlob analysis used
apa hubungannya ruu tni sama pendukung pada nyalahin kalian sadar kalau buat ruu tni semua fraksi dpr baik semua ikut terlibat itu udah jelas partai padaip kubunya bapak anies itu ada partai,"What is the relationship with the TNI Bill and Supporters to blame you realize that for the TNI Bill all DPR factions are good all involved, it is clear that the party at his camp Mr. Anies has a party",Positif,Positif,TextBlob analysis used
grok apa analisamu kedepan ruu tni disahkan dampak negatifnya,grok what your analysis in the future of the TNI Bill is approved by the negative impact,Negatif,Negatif,TextBlob analysis used
honestly temen sesirkel gue anak parjo kuliah teknik perkapalan and i would say he s pretty samart sayangnya pro ruu tni,honestly my friend asirkel I am Parjo's Lecture for Shipping Engineering and I would say he s pretty samart unfortunately pro TNI Bill,Positif,Positif,TextBlob analysis used
kata alhaitham tolak ruu tni walo kmu hny plajar,said alhaitham toruam ruu tni youlo hylo school,Netral,Netral,TextBlob analysis used
perempuan udah tua sok kekinian usah dengerin kritik ruu tni bukan tni nya modelan begini cuma cari atensi kalo perang suruh aja paling depan kalo sok,Women already old pretentious to listen to the criticism of the TNI Bill instead,Negatif,Negatif,TextBlob analysis used
bro minta bahasa tongkrongan oke lah jadi gini obrolan tadi soal sunat cewek sama ruu tni udah panas banget sunat cewek indo emang bikin orang takut soalnya banyak kena ada bilang tradisi ruu tni baru lolos bikin ribut,"Bro, asking for the language of hangout, so this is the chat about the circumcision of girls and the TNI Bill, it's really hot, the circumcision of indo girls makes people afraid because there are many of them say there is a tradition of the new TNI bill.",Positif,Positif,TextBlob analysis used
pemerintahan ri cepetcepet ngesahak ruu tni mungkin kanggo wujudak agenda prabowo sing wong militer nguatak peran tni ing pemerintahan ruu tni wis disahak maret ruu polri isih dibahas masyarakat kuwatir demokrasi lan ham amarga proses cepet lan kurang,RUU RUU RUU PURCETAd RUU PURBOD RUU PURBOO Agenda The military Agenda The DNI Ruu Poli's Government (Ham Due to a quick and less,Negatif,Negatif,TextBlob analysis used
meski protes indonesia gelap soal uu tni amp ruu polri rejim prabowo tampak stabil ekonomi tumbuh didukung militer amp polisi stabilitas politik membaik meski oposisi berkembang runtuh mungkin kalau protes eskalasi ada krisis besar saat,Although Indonesia's dark protest about the TNI Law AMP Bill Polri Prabowo Rejim seemed stable economy to grow supported by the military AMP Political stability improved even though the opposition developed as possible if the escalation protest had a big crisis when,Negatif,Negatif,TextBlob analysis used
aksi demonstrasi aliansi masyarakat pesisir cilacap wong cilacap dukung penuh pengesahan ruu tni,Action Demonstration of Cilacap Coastal Community Alliance Wong Cilacap Fully Supporting the Ratification of the TNI Bill,Positif,Positif,TextBlob analysis used
bahkan semisal benar buzzer ruu tni tentu audah dariaft finalnya,Even such as true buzzer TNI Bill is certainly a already from the final alignment,Positif,Positif,TextBlob analysis used
minal aidzin wal faidzin temen temen semua ku maafin tiga aliran,Minal Aidzin wal Faidzin all my friends friends forgive three streams,Netral,Netral,TextBlob analysis used
hari ada aksi kecyil bawa banner isinya mendukung ruu tni semarang gw muter simpang buat ngevideoin jujur gw ga kesel sama malah kasian sama halnya buzzer non influencer mungkin cuma dibayar idk berapa ribu doangkonten,"Day there is a Kecyil action carrying banner contents supporting the Semarang TNI Bill, I go to the intersection to be honest, I don't feel the same, even if it",Positif,Positif,TextBlob analysis used
ma grok ruu tni baruwang diterima maret lebbi besarkan peran tentara jabatan sipil bikin khawatir soal demokrasi ruu polri dibahas mungkin kasih polisi kuasa lebbi banyak protes soal kurangnya pengawasan diterjemahkan bahasa makassar,"Ma Grok TNI Bill Baruwang was accepted in March Lebbi Increasing the role of the Civil Service Army made worried about the democracy of the National Police Bill, it was discussed that the Power of Attorney's Power of Attorney, a lot of protests about the lack of supervision translated Makassar.",Netral,Netral,TextBlob analysis used
ruu tni disahkan memperkuat stabilitas nasional reformasi memastikan tni sesemakin siap menghadapi tantangan masa depan,The TNI Bill is ratified in strengthening the National Stability of Reforms to ensure that the TNI is more ready to face future challenges,Positif,Positif,TextBlob analysis used
err sy sih oke,"Err, I'm okay",Positif,Positif,TextBlob analysis used
anak filsafat,Philosophical child,Netral,Netral,TextBlob analysis used
habis ngobrol abcdhshsj sama temen kangennnn,after chatting abcdhshsj with friends kangennnn,Netral,Netral,TextBlob analysis used
kontol,dick,Netral,Netral,TextBlob analysis used
salah,salah,Netral,Positif,TextBlob analysis used
lahir tahun biasa aja ga pernah masalah hidup zaman orba demo ruu tni terkesan kelompok khawatir kehilangan banyak job,"Born an ordinary year, never a problem with life in the New Order Demo TNI Bill, it seems that the group is worried about losing a lot of jobs",Negatif,Negatif,TextBlob analysis used
seru banget gibah i love gibah,really exciting I love gibah,Positif,Positif,TextBlob analysis used
pak prabowo datangi rakyatmu apa rakyat mau lakukan jangan diam hancur lebur semuanya hukum mati koruptor tolak ruu tni perbaiki sistem pemerintahan membersihkan penghianat perusak nkri,"Pak Prabowo goes to your people, whether the people want to do not be silent, all the laws of death corrupt the TNI Bill Improve the Government System Cleaning the traitors of the destroyer of the Republic of Indonesia",Negatif,Negatif,TextBlob analysis used
pemegintah ri teghubughu mengesahkan ruu tni utuk agenda pghabowo subianto berlatar militer pegkuat tni pemegintahan ruu tni dah lulus maret ruu polli dibahas publik khawatir demokrasi ham protes jadi kurang konsultasi stghategi,RI GOVERNMENT TEGHUBUGHU passed the TNI Bill to the agenda of PGHABOWO Subianto with a military background in the TNI government Bill Dah Dah Passed the March Bill of the Polli Discussed the Public Disclaimed Public Human Rights Democracy Protest to Lack of Stghagegi Consultation,Negatif,Negatif,TextBlob analysis used
yes sama aja lo kontol stay in line tolak ruu tni,"Yes, you're just the same as a dick stay in line to reject the TNI Bill",Netral,Netral,TextBlob analysis used
kok tl gue gk muncul berita demo ruu tni ya masa isinya kpop semua yang aneh,kok tl gue gk appears news demo bill tni yes time its contents kpop all strange,Negatif,Negatif,TextBlob analysis used
pemerintah buruburu sahkan ruu tni kemungkinan atasi kebutuhan keamanan mendesak ancaman siber lindungi kepentingan nasional luar negeri disahkan maret ruu luaskan peran tni menuai kontroversi soal ancaman demokrasi dugaan,"The Buruburu government is validated by the TNI Bill, it is likely to overcome security needs to urge cyber threats to protect foreign interest in March, the Bill exceeds the role of the TNI to reap the controversy about the threat of democracy",Negatif,Negatif,TextBlob analysis used
pasca pengesahan ruu tni ferry irwandi baikbaik najwa shihab komentar apapun akun partai socmed nonaktif ada apa,"After the ratification of the TNI Bill Ferry Irwandi Baik, Boy Najwa Shihab, any Comments on the Socmed Party Account Disactive",Netral,Netral,TextBlob analysis used
hai pemerintahan ngesahin ruu tni,"Hi, the government is rewarding the TNI Bill",Positif,Positif,TextBlob analysis used
hei kalian cuman dijadikan pion sadar dirilah kalaupun ruu tni disahkan tersenyum lebar seperti bukan kalian,"Hey you guys are only made a pawn aware that even if the TNI Bill is ratified, smiling broadly like you are not you",Positif,Positif,TextBlob analysis used
bagiku usia punya bayi usia muda banget mamah mamah semuda jadi ibu lingkungan baru sendirian mamah mamah mama berhasil,"For me, I have a baby, very young baby, Mamah, I become a new mother, a new environment alone, Mamah Mama Mama was successful",Positif,Positif,TextBlob analysis used
pas disomasi paling,fits the most disable,Positif,Positif,TextBlob analysis used
apa salah tni kok masalahin tni tni udah berjuang sejak kemerdekaan sama u merendahkan jendarial sudirman kalau tak puas ma ruu tni tinggal salahkan ngetok palu dong kok nyalahin tni punya dendam apa u ama tni,"What's wrong with the TNI, how come the TNI has been struggling since independence with u degraded General Sudirman, if he was not satisfied with the TNI Bill, I just blame the Palu, why did I blame the TNI have a grudge or TNI",Negatif,Negatif,TextBlob analysis used
video aku baikbaik ferry irwandi kemungkinan punya makna tersembunyi mungkin kritik pemerintah indonesia terutama soal ruu tni ia lawan simbol dota one piece jadi sindiran perjuangan pribadi politik bukti menunjukkan panggilan,"Video I am both Ferry Irwandi possibly have a hidden meaning maybe the criticism of the Indonesian government, especially about the TNI Bill, he opposed to the symbol of Dota One Piece, so the personal struggle of the political evidence shows the call",Negatif,Negatif,TextBlob analysis used
kalau user selena wajib ambil sih noh vexana aja resale kalau bukan user selena mending beli skin aja nombok soalnya,"If the user is required to take it, it's just vexana resale if it's not a selena user, it's better to just buy a skin",Positif,Positif,TextBlob analysis used
baru ruu tni disahin loh belom termasuk ruu polri ruu kuhp dari ayok udah pengalihan isunya ada lebih penting kalau bisa kebal hukum melakukan doxx gue kebayang nanti gimana kedepannya,"Only the TNI Bill in the Bill has not yet been included in the National Police Draft Bill in the Criminal Code Bill from Ayok, the transfer has been more important if it can be immune to the law doing doxx I will imagine how in the future",Positif,Positif,TextBlob analysis used
momen geumyeong bilang gimana ibunya punya anak usia tahun bikin aku nangis kejer keinget mamah punya aku umur tahun sendirian gaada siapasiapa nemenin bahkan dijahit,The moment of Geumyeong says how his mother has a child aged year makes me cry the keinget mamah owned by my age,Negatif,Negatif,TextBlob analysis used
sepertik paham aja ruu tni kaangkang,just like understanding the Kaangkang TNI Bill,Netral,Netral,TextBlob analysis used
lucu kocak,funny funny,Positif,Positif,TextBlob analysis used
harusnya memilik urgensi seluruh golongan untuk kesejahteraan rakyat segera dilaksanakan mungkin sih sepenangkapan ku soal masalah ruu tni cmiiw jd kesimpulannya memang ruu tni tdk se harmless cuman rangkaian pelaksanaan nya yang salah,"It should have the urgency of all groups for the welfare of the people immediately carried out, maybe at all of me about the problem of the CMIIW TNI Bill so the conclusion is that the TNI Bill is not as harmless, but the wrong implementation series",Negatif,Negatif,TextBlob analysis used
kok banyak buzzer pro ruu tni,how come there are many buzzer pro of the TNI Bill,Positif,Positif,TextBlob analysis used
tolak ruu tni,Reject the TNI Bill,Netral,Netral,TextBlob analysis used
nyata nya rapat dpr memang dilakukan tersembunyi jadi hipotesa ruu tni tidak se spesial untuk pemerintahan cuman memang dilakukan budaya nya tp hal tsb disimpulkan yang marah ruu tni marah,"The DPR's meeting was indeed carried out hidden so that the TNI Bill Hypothesis was not special for the government, but the culture was carried out but the matter was concluded that the angry TNI Bill was angry",Negatif,Negatif,TextBlob analysis used
pengalihan isu anjir biar ga fokus sama ruu tni,transfer of anjir issue so that it doesn't focus on the TNI Bill,Netral,Netral,TextBlob analysis used
kalau bokep sulapnya lucu,if the magic porn is funny,Positif,Positif,TextBlob analysis used
bodoamattt gk peduli gw mending ama bunted,Bodoamattt I don't care about me better,Positif,Positif,TextBlob analysis used
lucubanget kontol,lucubanget dick,Netral,Netral,TextBlob analysis used
bwahahahaha tetap tolak ruu tni selamat utk anak buah oligarki habis dikasih ijin sekarang dibongkar satu satu terus biar rakyat demo cara pemerintah membenturkan rakyat pribumi dg orang asing,"Bwahahahaha still rejects the TNI Bill Congratulations to the Oligarchy Meries, given permission to be given now it is dismantled one and so that the people are demonstrating the government to clash the indigenous people with foreigners",Netral,Netral,TextBlob analysis used
mau anjinggg stop tidak,want anjinggg stop not,Netral,Netral,TextBlob analysis used
allah tidakk najis gw sama orang mau blackmail gw mending gw single seumur hidup,Allah does not want to be the same as the people of blackmail gw mending gw single lifetime,Negatif,Negatif,TextBlob analysis used
username nasi udah jadi bubur pfp oke header bagus soalnya tolak ruu tni fav thing abt your account sobat limit gua should you post this too,Rice username has become porridge PFP okay header is good because rejects the TNI Favure Bill.,Positif,Positif,TextBlob analysis used
bukan sama lu,not the same lu,Netral,Netral,TextBlob analysis used
aduh bukannya buktiin kalau ruu tni ngtidak menyeramkan malah ngebuktiin sebaliknya,"Ouch, it is not proof that the TNI Bill is not scary, but instead proves the opposite",Positif,Positif,TextBlob analysis used
lu mau nyapnyap ruu tnipolri aman kok sepertik gimana kalau cara lu sepertik begini justru malah membuktikan ketidakpercayaan orang,"You want to sweep the Tnipolri Bill, it's safe, how about you what if you are like this, it actually proves people's distrust",Positif,Positif,TextBlob analysis used
mau dijilat,want to lick,Netral,Netral,TextBlob analysis used
ketawa banget syialll,Laughter Syialll,Netral,Netral,TextBlob analysis used
brisik,Brisik,Netral,Netral,TextBlob analysis used
bu guru,Bu's teacher,Netral,Netral,TextBlob analysis used
emg cocok gw msuk hukum,"emg, it suits my law",Netral,Netral,TextBlob analysis used
gw kucing bukan anjing miaw,gw cat is not a miaw dog,Netral,Netral,TextBlob analysis used
gw gamon apaansi,I am gamon,Netral,Netral,TextBlob analysis used
ada relevansi pemikiran noam chomsky disahkannya ruu tni indonesia,"There is the relevance of Noam Chomsky's thoughts, the passing of the Indonesian TNI Bill",Netral,Netral,TextBlob analysis used
diem lu tidak,Diem you don't,Netral,Netral,TextBlob analysis used
liat depan aja jangan liat masa lalu,"Just look at the front, don't see the past",Negatif,Negatif,TextBlob analysis used
stop tp nambah penghasilan in this economy,stop but add income in this economy,Netral,Netral,TextBlob analysis used
dariimana sih ngadu domba tolol dia bicarain fakta semua pepek soal wowo ruu tni darimana adu domba pukimak junjungan lu tuh tukang adu domba ngancurin negara,"From the time, he pitted a stupid sheep, he talked about the fact that all pepek was about the Wowo TNI Bill from, where did you fight the sheep.",Negatif,Negatif,TextBlob analysis used
allah perasaan gw diem aja,Allah I feel silent,Netral,Netral,TextBlob analysis used
masalahnya anak lulusan sama mana paham bang aja apa kata atasannya kalo pinter mah bakal jadi tni ruu tni minimal standar penerimaan tni minim sarjana hukum bukan sama ya biar dibodohi atasan,"The problem is that the child graduates is the same, what do you understand what the superiors say if it is smart, it will become the TNI, the TNI Bill, the minimum standard for acceptance of the TNI.",Positif,Positif,TextBlob analysis used
gapapa oke aja gw makanya gw misuh,"It's okay, that's why I'm so my erah",Positif,Positif,TextBlob analysis used
ogah tar sange karna spitkink gimane,OGAH TAR Sange Karna Spitkink Gimane,Netral,Netral,TextBlob analysis used
gw berakin muka lu,I have your face,Netral,Netral,TextBlob analysis used
nyerempet bgsttt kaki gw kena,I got my legs hit by my feet,Netral,Netral,TextBlob analysis used
anjg orang gajelas pake kaos band helm putih gw tandain,Anjg people I wore white helmet band shirts,Netral,Netral,TextBlob analysis used
padahal gw gapeduli salah nyerempet,Even though I care about being wrong,Negatif,Negatif,TextBlob analysis used
bawa,bawa,Netral,Positif,TextBlob analysis used
emg lu tua aja dsr tua,EMG LU YOUR AJA DSR TUA,Netral,Netral,TextBlob analysis used
muka lu sepertik peler,Lu's face is like a peler,Netral,Netral,TextBlob analysis used
pinteran jokowimati dariipadaa mantan gw anjg bloon,Pinteran Jokowimati from the former Ijg Bloon,Netral,Netral,TextBlob analysis used
harus lahir jadi lesbi gw tanya,must be born as a lesbi I asked,Netral,Netral,TextBlob analysis used
