full_text,username,created_at,tokenized,stemmed,translated,klasifikasi,skor_polaritas
kemarin ngatain mahasewa dibales pake ukt ratusan juta eh ternyata rakyat miskin yang dongo disuap buat setuju sama ruu tni tolol,jawapusat,Sun Mar 30 01:53:04 +0000 2025,"['kemarin', 'ngatain', 'mahasewa', 'dibales', 'pake', 'ukt', 'ratusan', 'juta', 'eh', 'ternyata', 'rakyat', 'miskin', 'yang', 'dongo', 'disuap', 'buat', 'setuju', 'sama', 'ruu', 'tni', 'tolol']",kemarin ngatain mahasewa dibales pake ukt ratus juta eh nyata rakyat miskin yang dongo suap buat tuju sama ruu tni tolol,Yesterday Ngatin Mahasewa was served by hundreds of millions of millions of people who were poor people who were bribed to agree to the ignorant bill,Negatif,-0.4
perlu bawabawa voter voter voter ternak mulyono anak abah lainlainnya dapat memicu terpecah belahnya rakyat indonesia kita tidak menyatukan suara aja tetap fokus titik permasalahan sedang terjadi ruu tni amp ruu polri,maddmuwfq,Sun Mar 30 01:52:40 +0000 2025,"['perlu', 'bawabawa', 'voter', 'voter', 'voter', 'ternak', 'mulyono', 'anak', 'abah', 'lainlainnya', 'dapat', 'memicu', 'terpecah', 'belahnya', 'rakyat', 'indonesia', 'kita', 'tidak', 'menyatukan', 'suara', 'aja', 'tetap', 'fokus', 'titik', 'permasalahan', 'sedang', 'terjadi', 'ruu', 'tni', 'amp', 'ruu', 'polri']",perlu bawabawa voter voter voter ternak mulyono anak abah lainlainnya dapat picu pecah belah rakyat indonesia kita tidak satu suara aja tetap fokus titik masalah sedang jadi ruu tni amp ruu polri,"Need to bring voters voters voters of livestock Mulyono other children can trigger division of the Indonesian people, we do not unite the votes.",Negatif,-0.125
baca gini trus bbrp skroll sebelumnya video pengumpulan tanda tangan warga jakbar mendukung ruu tni habis ttd diberi paket sembako antri ttd panjang banget,memethmeong,Sun Mar 30 01:51:10 +0000 2025,"['baca', 'gini', 'trus', 'bbrp', 'skroll', 'sebelumnya', 'video', 'pengumpulan', 'tanda', 'tangan', 'warga', 'jakbar', 'mendukung', 'ruu', 'tni', 'habis', 'ttd', 'diberi', 'paket', 'sembako', 'antri', 'ttd', 'panjang', 'banget']",baca gin trus bbrp skroll belum video kumpul tanda tangan warga jakbar dukung ruu tni habis ttd beri paket sembako antri ttd panjang banget,"Read this, then the previous SKROLL video collection video of West Jakarta residents supported the TNI Bill, which was given a packet of queuing for a very long queuing",Negatif,-0.11583333333333333
alagioritma yt gue goks sihbyula masuk konten ruu tni,kokuroyuk,Sun Mar 30 01:50:54 +0000 2025,"['alagioritma', 'yt', 'gue', 'goks', 'sihbyula', 'masuk', 'konten', 'ruu', 'tni']",alagioritma yt gue goks sihbyula masuk konten ruu tni,Alagioritma yt gue goks,Netral,0.0
rupiah lemah bukan karna asing pemerintah skill issue first presiden gaboleh ngasih statmen omon omon ngawur pidato why pengaruh sama trust investor second sentimen negatif mbg danantara tambah ruu tni matiin kebebasan,Bintanginnn,Sun Mar 30 01:46:39 +0000 2025,"['rupiah', 'lemah', 'bukan', 'karna', 'asing', 'pemerintah', 'skill', 'issue', 'first', 'presiden', 'gaboleh', 'ngasih', 'statmen', 'omon', 'omon', 'ngawur', 'pidato', 'why', 'pengaruh', 'sama', 'trust', 'investor', 'second', 'sentimen', 'negatif', 'mbg', 'danantara', 'tambah', 'ruu', 'tni', 'matiin', 'kebebasan']",rupiah lemah bukan karna asing perintah skill issue first presiden gaboleh ngasih statmen omon omon ngawur pidato why pengaruh sama trust investor second sentimen negatif mbg danantara tambah ruu tni matiin bebas,"The Rupiah is weak not because the government is the Skill First Issue Skill, the president is to give the uncle's uncle's statement to be inconsequential",Negatif,-0.0625
temen gw pinter pas smp sama masuk aau gasetuju ruu tni lagi kating gw pas sama orangnya songong atidak bodo repostannya kembalikan mahasiswa kampus,pesulaphogwarts,Sun Mar 30 01:45:05 +0000 2025,"['temen', 'gw', 'pinter', 'pas', 'smp', 'sama', 'masuk', 'aau', 'gasetuju', 'ruu', 'tni', 'lagi', 'kating', 'gw', 'pas', 'sama', 'orangnya', 'songong', 'atidak', 'bodo', 'repostannya', 'kembalikan', 'mahasiswa', 'kampus']",temen gw pinter pas smp sama masuk aau gasetuju ruu tni lagi kating gw pas sama orang songong atidak bodo repostannya kembali mahasiswa kampus,my friend is smart when junior high school is in the same time as a gasetjuju TNI Bill again Kating I fit the person with the person Songong is not bodo reposting return the campus student,Positif,0.19357142857142856
nnti dulu tan nikah sekali seumur hidup bukan ngapain sih kek pemerintah ngesahin ruu tni aja,heypreels,Sun Mar 30 01:44:59 +0000 2025,"['nnti', 'dulu', 'tan', 'nikah', 'sekali', 'seumur', 'hidup', 'bukan', 'ngapain', 'sih', 'kek', 'pemerintah', 'ngesahin', 'ruu', 'tni', 'aja']",nnti dulu tan nikah sekali umur hidup bukan ngapain sih kek perintah ngesahin ruu tni aja,Nnti used to be married once in a lifetime not to say that the government cake is not good enough,Negatif,-0.033333333333333326
rijiq di perintahkan tidak langsung lingkaran penguasa tuk berkoar sperti mendukung ruu tni polri kejaksaan mau dia perangi ustadulamamasyarakatmahasiswa menolak sebenarnya jd jangan terkecoh provokasi atas nama agama,13theEnki,Sun Mar 30 01:39:02 +0000 2025,"['rijiq', 'di', 'perintahkan', 'tidak', 'langsung', 'lingkaran', 'penguasa', 'tuk', 'berkoar', 'sperti', 'mendukung', 'ruu', 'tni', 'polri', 'kejaksaan', 'mau', 'dia', 'perangi', 'ustadulamamasyarakatmahasiswa', 'menolak', 'sebenarnya', 'jd', 'jangan', 'terkecoh', 'provokasi', 'atas', 'nama', 'agama']",rijiq di perintah tidak langsung lingkar kuasa tuk koar sperti dukung ruu tni polri jaksa mau dia rang ustadulamamasyarakatmahasiswa tolak benar jd jangan kecoh provokasi atas nama agama,"Rijiq is ordered indirectly the circle of the authorities to boast as if supporting the TNI Police Chief of the Prosecutor's Office, he wants to fight the clerics of the community.",Positif,0.225
tadi pagi liat grup angkatan wkwkwk ditengah gonjang ganjing ruu tni unud kerjasama emang unik,purpllee13,Sun Mar 30 01:35:30 +0000 2025,"['tadi', 'pagi', 'liat', 'grup', 'angkatan', 'wkwkwk', 'ditengah', 'gonjang', 'ganjing', 'ruu', 'tni', 'unud', 'kerjasama', 'emang', 'unik']",tadi pagi liat grup angkat wkwkwk tengah gonjang ganjing ruu tni unud kerjasama emang unik,This morning I saw the group of wkwkwk groups amid the turbidity,Netral,0.0
revisi undangundang tentara nasional indonesia ruu tni dipastikan tetap sejalan prinsip ddemokrasi,PesonaNegeriku2,Sun Mar 30 01:31:41 +0000 2025,"['revisi', 'undangundang', 'tentara', 'nasional', 'indonesia', 'ruu', 'tni', 'dipastikan', 'tetap', 'sejalan', 'prinsip', 'ddemokrasi']",revisi undangundang tentara nasional indonesia ruu tni pasti tetap jalan prinsip ddemokrasi,The revision of the Indonesian National Armed Forces Law on the TNI Bill is certain to remain in line with the principle of ddemocracy,Positif,0.21428571428571427
ruu tni berprinsip demokrasi,PesonaNegeriku2,Sun Mar 30 01:31:39 +0000 2025,"['ruu', 'tni', 'berprinsip', 'demokrasi']",ruu tni prinsip demokrasi,TNI Bill Principled Democracy,Netral,0.0
aku pacaran diem diem sama pacarku tni soalnya lingkunganku tni haters aku takut dibully yah walaupun terpaksa sih jadi tninya katanya buat lindungin aku juga mendukung banget buat nolak ruu tni buat menggulingkan rezim nama pacarku xia yizhou btw,capekmelek,Sun Mar 30 01:22:58 +0000 2025,"['aku', 'pacaran', 'diem', 'diem', 'sama', 'pacarku', 'tni', 'soalnya', 'lingkunganku', 'tni', 'haters', 'aku', 'takut', 'dibully', 'yah', 'walaupun', 'terpaksa', 'sih', 'jadi', 'tninya', 'katanya', 'buat', 'lindungin', 'aku', 'juga', 'mendukung', 'banget', 'buat', 'nolak', 'ruu', 'tni', 'buat', 'menggulingkan', 'rezim', 'nama', 'pacarku', 'xia', 'yizhou', 'btw']",aku pacar diem diem sama pacar tni soal lingkung tni haters aku takut dibully yah walaupun paksa sih jadi tninya kata buat lindungin aku juga dukung banget buat nolak ruu tni buat guling rezim nama pacar xia yizhou btw,I dated silent in my girlfriend with my girlfriend because my environment was a haters I was afraid of being bullied well even though he was forced to be said to be protected I also supported it to refuse the TNI Bill to overthrow the regime of my boyfriend's name Xia Yizhou Btw,Negatif,-0.3
lah tot lu aja bikin ruu tni ga pakai diskusi masyarakat,kamilborkan,Sun Mar 30 01:21:59 +0000 2025,"['lah', 'tot', 'lu', 'aja', 'bikin', 'ruu', 'tni', 'ga', 'pakai', 'diskusi', 'masyarakat']",lah tot lu aja bikin ruu tni ga pakai diskusi masyarakat,"You just make your tot, making the TNI bill not using community discussions",Netral,0.0
bukannya kalauo bencana alam bantu masyarakat tuh tni yaa udah lupa apa udah buta udah baca isi ruu yang dirubah apa siih kek fomo paham isi,putr64882,Sun Mar 30 01:15:25 +0000 2025,"['bukannya', 'kalauo', 'bencana', 'alam', 'bantu', 'masyarakat', 'tuh', 'tni', 'yaa', 'udah', 'lupa', 'apa', 'udah', 'buta', 'udah', 'baca', 'isi', 'ruu', 'yang', 'dirubah', 'apa', 'siih', 'kek', 'fomo', 'paham', 'isi']",bukan kalauo bencana alam bantu masyarakat tuh tni yaa udah lupa apa udah buta udah baca isi ruu yang rubah apa siih kek fomo paham isi,"It's not that the natural disaster helps the community, the TNI has forgotten whether I have read the contents of the bill that was changed what",Positif,0.1
sekelas ibuku orang kampung tdk main sosmed dengar isu ruu tni ketarketir istighfar nanya pemerintah pak penolakan di tp ttp maksa,Lajibollallaaa,Sun Mar 30 01:15:17 +0000 2025,"['sekelas', 'ibuku', 'orang', 'kampung', 'tdk', 'main', 'sosmed', 'dengar', 'isu', 'ruu', 'tni', 'ketarketir', 'istighfar', 'nanya', 'pemerintah', 'pak', 'penolakan', 'di', 'tp', 'ttp', 'maksa']",kelas ibu orang kampung tdk main sosmed dengar isu ruu tni ketarketir istighfar nanya perintah pak tolak di tp ttp maksa,"The class of my mother is a village person, not playing social media, hear the issue of the TNI Bill, Irstighfar, asks the government, the rejection of",Positif,0.03333333333333333
ruu tni mengancam rakyat gimana dong,HmdzzHasiyap,Sun Mar 30 01:07:08 +0000 2025,"['ruu', 'tni', 'mengancam', 'rakyat', 'gimana', 'dong']",ruu tni ancam rakyat gimana dong,The TNI Bill threatens the people how,Netral,0.0
uu tni ruu polri,man_tan_x,Sun Mar 30 01:03:58 +0000 2025,"['uu', 'tni', 'ruu', 'polri']",uu tni ruu polri,TNI Law on the National Police Bill,Netral,0.0
panitia kerja panja komisi i dpr ri membahas dim ruu tni bersama pemerintah jumat hotel fairmont jakarta bukan ruang rapat dpr biasanya,Chink_broo,Sun Mar 30 01:03:30 +0000 2025,"['panitia', 'kerja', 'panja', 'komisi', 'i', 'dpr', 'ri', 'membahas', 'dim', 'ruu', 'tni', 'bersama', 'pemerintah', 'jumat', 'hotel', 'fairmont', 'jakarta', 'bukan', 'ruang', 'rapat', 'dpr', 'biasanya']",panitia kerja panja komisi i dpr ri bahas dim ruu tni sama perintah jumat hotel fairmont jakarta bukan ruang rapat dpr biasa,"The Commission I Commission I Working Committee for the Indonesian House of Representatives Discusses the DIM TNI Bill together with the Friday Government of the Jakarta Fairmont Hotel, not the House of Representatives Meeting Room Usually",Negatif,-0.075
gue share ttg ruu tnipolri sosmed apapun meski temen tetangga profesinya dengan senang hati gue menghujat bebas nyebut ga,soowonss,Sun Mar 30 01:03:03 +0000 2025,"['gue', 'share', 'ttg', 'ruu', 'tnipolri', 'sosmed', 'apapun', 'meski', 'temen', 'tetangga', 'profesinya', 'dengan', 'senang', 'hati', 'gue', 'menghujat', 'bebas', 'nyebut', 'ga']",gue share ttg ruu tnipolri sosmed apa meski temen tetangga profesi dengan senang hati gue hujat bebas nyebut ga,"I share about the Tnipolri Bill Social Media, even though my friend's neighbor's friend is happy to blaspheme free",Positif,0.41111111111111115
wwwooiii tujuan ruu tnipolisi pelacur,Fauzianie,Sun Mar 30 01:03:02 +0000 2025,"['wwwooiii', 'tujuan', 'ruu', 'tnipolisi', 'pelacur']",wwwooiii tuju ruu tnipolisi lacur,wwwooiii Purpose of the Tnipolisi Bill,Netral,0.0
tidakkk plisss,affhmm,Sun Mar 30 01:00:00 +0000 2025,"['tidakkk', 'plisss']",tidakkk plisss,not plisss,Netral,0.0
lol makan pahlawan trus ibu gue mau foto dpn mural mostly tni y n i was like g tolak ruu tni,dinaursaurs,Sun Mar 30 00:58:23 +0000 2025,"['lol', 'makan', 'pahlawan', 'trus', 'ibu', 'gue', 'mau', 'foto', 'dpn', 'mural', 'mostly', 'tni', 'y', 'n', 'i', 'was', 'like', 'g', 'tolak', 'ruu', 'tni']",lol makan pahlawan trus ibu gue mau foto dpn mural mostly tni y n i was like g tolak ruu tni,lol eating a hero then my mother wants a photo dpn mural most of the tni y n i was like the TNI Bill,Positif,0.5
ruu tni berprinsip demokrasi,PutrianaTi25411,Sun Mar 30 00:56:19 +0000 2025,"['ruu', 'tni', 'berprinsip', 'demokrasi']",ruu tni prinsip demokrasi,TNI Bill Principled Democracy,Netral,0.0
well apapun sebencik apapun kalian mas ted politik prabski ruu tni sejenisnya cuma mau ngingatkan kalo jangan jd outing seseorang tetap cool kebayang kalo ini sampai keluarganya duluan si ted lagian udah tidak jaman stereotype cowo feminin,ramazaynworld,Sun Mar 30 00:53:43 +0000 2025,"['well', 'apapun', 'sebencik', 'apapun', 'kalian', 'mas', 'ted', 'politik', 'prabski', 'ruu', 'tni', 'sejenisnya', 'cuma', 'mau', 'ngingatkan', 'kalo', 'jangan', 'jd', 'outing', 'seseorang', 'tetap', 'cool', 'kebayang', 'kalo', 'ini', 'sampai', 'keluarganya', 'duluan', 'si', 'ted', 'lagian', 'udah', 'tidak', 'jaman', 'stereotype', 'cowo', 'feminin']",well apa sebencik apa kalian mas ted politik prabski ruu tni jenis cuma mau ngingatkan kalo jangan jd outing orang tetap cool bayang kalo ini sampai keluarga duluan si ted lagi udah tidak jaman stereotype cowo feminin,"Well, whatever, how much you are, you have a political Prabski, the like TNI Bill, just want to remind if you don't come out, someone is still cool, you can imagine that this family is the first time.",Positif,0.2
kalian takuti terkait uu tni apa pasal gk menghapus sejak tuh lalu ketika uu tni dibuat ruu tni dilakukan itu lah gobloknya kesadaran modelan elu padahal semacam ancaman cyber hingga perlindungan wni luar negeri,fbry_h,Sun Mar 30 00:50:33 +0000 2025,"['kalian', 'takuti', 'terkait', 'uu', 'tni', 'apa', 'pasal', 'gk', 'menghapus', 'sejak', 'tuh', 'lalu', 'ketika', 'uu', 'tni', 'dibuat', 'ruu', 'tni', 'dilakukan', 'itu', 'lah', 'gobloknya', 'kesadaran', 'modelan', 'elu', 'padahal', 'semacam', 'ancaman', 'cyber', 'hingga', 'perlindungan', 'wni', 'luar', 'negeri']",kalian takut kait uu tni apa pasal gk hapus sejak tuh lalu ketika uu tni buat ruu tni laku itu lah goblok sadar model elu padahal macam ancam cyber hingga lindung wni luar negeri,"You are afraid of the TNI Law, what the GK article has removed since then when the TNI Law was made by the TNI Bill, it was a stupid of the awareness of the modelan even though it was a kind of threat of cyber to the protection of foreign Indonesian citizens",Negatif,-0.23124999999999998
ga tau dapet narasi darimana soal pengen diganti sama calon keduanya gegara trending topic mazlulkan kek bahasnya ruu polri sama uu tni ga ampe sejauh,panoramaindomie,Sun Mar 30 00:50:31 +0000 2025,"['ga', 'tau', 'dapet', 'narasi', 'darimana', 'soal', 'pengen', 'diganti', 'sama', 'calon', 'keduanya', 'gegara', 'trending', 'topic', 'mazlulkan', 'kek', 'bahasnya', 'ruu', 'polri', 'sama', 'uu', 'tni', 'ga', 'ampe', 'sejauh']",ga tau dapet narasi darimana soal ken ganti sama calon dua gegara trending topic mazlulkan kek bahas ruu polri sama uu tni ga ampe jauh,"I don't know where to get a narrative from where to want to be replaced by the second candidate, the Trending Topic Topic of the Ms.",Netral,0.0
aku yakin mantan istrinya provokasi berita hoax inii jg teman nya karna iri liat teddy sesukses inii dirinyaa coba liat pak tolong perintahkan selidiki ruu tni uda disahkan kalo dapet lagisg dor orangnya,callmevarrel,Sun Mar 30 00:50:13 +0000 2025,"['aku', 'yakin', 'mantan', 'istrinya', 'provokasi', 'berita', 'hoax', 'inii', 'jg', 'teman', 'nya', 'karna', 'iri', 'liat', 'teddy', 'sesukses', 'inii', 'dirinyaa', 'coba', 'liat', 'pak', 'tolong', 'perintahkan', 'selidiki', 'ruu', 'tni', 'uda', 'disahkan', 'kalo', 'dapet', 'lagisg', 'dor', 'orangnya']",aku yakin mantan istri provokasi berita hoax ini jg teman nya karna iri liat teddy sukses ini dirinyaa coba liat pak tolong perintah selidik ruu tni uda sah kalo dapet lagisg dor orang,"I'm sure his ex -wife provocation of this hoax news is also his friend because he was jealous of teddy as successful as he tried to see, sir, please order to investigate the TNI Bill, it was passed if I got a lagisg dor.",Positif,0.625
kecewa sama pemerintah dpr semua pejabat tidak mementingkan kepentingan rakyat tweet dibawah dilihat orang tweet mengungkap kebohongan kebohongan dpr selama proses pengesahan ruu tni bapak ibu dpr apa maksudnya,oxnewbie,Sun Mar 30 00:49:01 +0000 2025,"['kecewa', 'sama', 'pemerintah', 'dpr', 'semua', 'pejabat', 'tidak', 'mementingkan', 'kepentingan', 'rakyat', 'tweet', 'dibawah', 'dilihat', 'orang', 'tweet', 'mengungkap', 'kebohongan', 'kebohongan', 'dpr', 'selama', 'proses', 'pengesahan', 'ruu', 'tni', 'bapak', 'ibu', 'dpr', 'apa', 'maksudnya']",kecewa sama perintah dpr semua jabat tidak penting penting rakyat tweet bawah lihat orang tweet ungkap bohong bohong dpr lama proses kesah ruu tni bapak ibu dpr apa maksud,Disappointed with the DPR Government All officials are not concerned with the interests of the people tweets below seen tweets reveal the lies of the DPR's lies during the process of ratification of the TNI Bill ladies and gentlemen.,Negatif,-0.75
ronde kedua warga bandung turun kejalan tolak ruu tni,H4T14K4LN4L42,Sun Mar 30 00:46:07 +0000 2025,"['ronde', 'kedua', 'warga', 'bandung', 'turun', 'kejalan', 'tolak', 'ruu', 'tni']",ronde dua warga bandung turun jalan tolak ruu tni,The second round of Bandung residents down the TNI TNI Bill,Negatif,-0.11851851851851854
nya sini gue ngerti ada ruu tni,Ardhi_addhi,Sun Mar 30 00:44:22 +0000 2025,"['nya', 'sini', 'gue', 'ngerti', 'ada', 'ruu', 'tni']",nya sini gue ngerti ada ruu tni,here I don't know if there is a bill,Netral,0.0
emang kampus unik lain nolak ruu tni lah ini malah kolaborasi ama tni wkwkwk,violettachu,Sun Mar 30 00:44:04 +0000 2025,"['emang', 'kampus', 'unik', 'lain', 'nolak', 'ruu', 'tni', 'lah', 'ini', 'malah', 'kolaborasi', 'ama', 'tni', 'wkwkwk']",emang kampus unik lain nolak ruu tni lah ini malah kolaborasi ama tni wkwkwk,"Indeed, another unique campus refused the TNI Bill, even this collaboration with the TNI wkwkwk",Positif,0.375
gua dengerin ceramah katidak nyenggol uu tni ruu polri real semua media teve para ustaz oposisi dibungkam,aprlnssa,Sun Mar 30 00:39:14 +0000 2025,"['gua', 'dengerin', 'ceramah', 'katidak', 'nyenggol', 'uu', 'tni', 'ruu', 'polri', 'real', 'semua', 'media', 'teve', 'para', 'ustaz', 'oposisi', 'dibungkam']",gua dengerin ceramah katidak nyenggol uu tni ruu polri real semua media teve para ustaz oposisi bungkam,I listened to the lecture to nudge the TNI Law on the Real Polri Bill All Media TV for the Ustaz of the Opposition.,Positif,0.2
day disahkannya ruu tni,Ardanieka7,Sun Mar 30 00:38:25 +0000 2025,"['day', 'disahkannya', 'ruu', 'tni']",day sah ruu tni,Day Ratified by the TNI Bill,Netral,0.0
tak terkendali belakangan aksi demo anarkis menolak uu tni dilakukan adek binaan terkendali menyalahkan partai merah amp tuan putri diutus kakak pembina membangun opini amp menyakinkan adik binaan partai mengawal ruu tni bukan pengkhianat,Putra_Adi_YM,Sun Mar 30 00:35:10 +0000 2025,"['tak', 'terkendali', 'belakangan', 'aksi', 'demo', 'anarkis', 'menolak', 'uu', 'tni', 'dilakukan', 'adek', 'binaan', 'terkendali', 'menyalahkan', 'partai', 'merah', 'amp', 'tuan', 'putri', 'diutus', 'kakak', 'pembina', 'membangun', 'opini', 'amp', 'menyakinkan', 'adik', 'binaan', 'partai', 'mengawal', 'ruu', 'tni', 'bukan', 'pengkhianat']",tak kendali belakang aksi demo anarkis tolak uu tni laku adek bina kendali salah partai merah amp tuan putri utus kakak bina bangun opini amp menyakinkan adik bina partai awal ruu tni bukan khianat,"uncontrolled lately anarchist demonstrations rejected the TNI Law carried out by a controlled Adek to blame the AMP Putri Red Party sent by the coach of the Trustees to build an AMP opinion convincing the party guided by the party to escort the TNI Bill, not a traitor",Positif,0.06666666666666667
allah udah pemerintah ga bener wapres fufufafa ibu negara bunted ruu tni polisi ilang skarenag malah jampt diilangin darii shopee ngenes,jaemreo,Sun Mar 30 00:32:17 +0000 2025,"['allah', 'udah', 'pemerintah', 'ga', 'bener', 'wapres', 'fufufafa', 'ibu', 'negara', 'bunted', 'ruu', 'tni', 'polisi', 'ilang', 'skarenag', 'malah', 'jampt', 'diilangin', 'darii', 'shopee', 'ngenes']",allah udah perintah ga bener wapres fufufafa ibu negara bunted ruu tni polisi ilang skarenag malah jampt diilangin dari shopee ngenes,Allah has not really been the Vice President Fufufafa First Lady Bunted the TNI Police Draft Display Skarenag instead of being removed from Shopee Ngenes,Positif,0.075
kisi kisi kalo uu tni tidak dibatalin ditambah sama ruu polri,etherealcursed,Sun Mar 30 00:28:15 +0000 2025,"['kisi', 'kisi', 'kalo', 'uu', 'tni', 'tidak', 'dibatalin', 'ditambah', 'sama', 'ruu', 'polri']",kisi kisi kalo uu tni tidak dibatalin tambah sama ruu polri,Grid if the TNI Law is not canceled plus the same as the National Police Draft Bill,Netral,0.0
jadi mahasiswa kemungkinan besar ikut demo ruu tni disahkan maret izinkan tni aktif instansi sipil tambah tugas siber amp ubah usia pensiun demo cirebon maret amp kota tunjukkan kekhawatiran mahasiswa atas ancaman demokrasi amp supremasi sipil,grok,Sun Mar 30 00:23:33 +0000 2025,"['jadi', 'mahasiswa', 'kemungkinan', 'besar', 'ikut', 'demo', 'ruu', 'tni', 'disahkan', 'maret', 'izinkan', 'tni', 'aktif', 'instansi', 'sipil', 'tambah', 'tugas', 'siber', 'amp', 'ubah', 'usia', 'pensiun', 'demo', 'cirebon', 'maret', 'amp', 'kota', 'tunjukkan', 'kekhawatiran', 'mahasiswa', 'atas', 'ancaman', 'demokrasi', 'amp', 'supremasi', 'sipil']",jadi mahasiswa mungkin besar ikut demo ruu tni sah maret izin tni aktif instansi sipil tambah tugas siber amp ubah usia pensiun demo cirebon maret amp kota tunjuk khawatir mahasiswa atas ancam demokrasi amp supremasi sipil,"So students are most likely to take part in the Demo of the TNI Bill, which is passed in March, allow the TNI to be active in the Civil Agency to add the task of the cyber's task to change the retirement age of the Cirebon Demo March Amp City, showing students' concerns for the threat of democracy AMP CIVIL SUPREMATION",Positif,0.12222222222222223
i dont think buna is pengalihan isu cz hes the ruu tni itself,honneyyc0mb_,Sun Mar 30 00:22:17 +0000 2025,"['i', 'dont', 'think', 'buna', 'is', 'pengalihan', 'isu', 'cz', 'hes', 'the', 'ruu', 'tni', 'itself']",i dont think buna is alih isu cz hes the ruu tni itself,i dont think buna is pengalihan isu cz hes the ruu tni itself,Netral,0.0
sekarang ruu tni diketok massa menolak unjuk rasa dilakukan respon dpr pemerintah nihil yang tampak ramah suka bagibagi sembako turun kepasar masuk goronggorong si paling mengerti dicintai rakyat tibatiba berubah,oxnewbie,Sun Mar 30 00:18:19 +0000 2025,"['sekarang', 'ruu', 'tni', 'diketok', 'massa', 'menolak', 'unjuk', 'rasa', 'dilakukan', 'respon', 'dpr', 'pemerintah', 'nihil', 'yang', 'tampak', 'ramah', 'suka', 'bagibagi', 'sembako', 'turun', 'kepasar', 'masuk', 'goronggorong', 'si', 'paling', 'mengerti', 'dicintai', 'rakyat', 'tibatiba', 'berubah']",sekarang ruu tni ketok massa tolak unjuk rasa laku respon dpr perintah nihil yang tampak ramah suka bagibagi sembako turun pasar masuk goronggorong si paling erti cinta rakyat tibatiba ubah,"Now the TNI Bill is knocked on the masses rejecting the demonstration of the response of the DPR Nils who seemed friendly like to the pile of the basic needs to enter the marketing market, the most understood loved by the people suddenly changed",Positif,0.315
kerajaan ri tergesagesa luluskan ruu tni mungkin agenda presiden prabowo bekas tentera nak kuatkan peranan tni kerajaan ruu tni dah sah mac ruu polri dibincang awam risau demokrasi hak asasi protes jadi proses cepat kurang rundingan,grok,Sun Mar 30 00:16:57 +0000 2025,"['kerajaan', 'ri', 'tergesagesa', 'luluskan', 'ruu', 'tni', 'mungkin', 'agenda', 'presiden', 'prabowo', 'bekas', 'tentera', 'nak', 'kuatkan', 'peranan', 'tni', 'kerajaan', 'ruu', 'tni', 'dah', 'sah', 'mac', 'ruu', 'polri', 'dibincang', 'awam', 'risau', 'demokrasi', 'hak', 'asasi', 'protes', 'jadi', 'proses', 'cepat', 'kurang', 'rundingan']",raja ri tergesagesa lulus ruu tni mungkin agenda presiden prabowo bekas tentera nak kuat peran tni raja ruu tni dah sah mac ruu polri bincang awam risau demokrasi hak asasi protes jadi proses cepat kurang runding,The RI government is upset to approve the Bill of the Bill may be the agenda of the former President of the President of the Army to strengthen the role of the Government of the Bill TNI is legally Mac Billing the Public Discussed Public Worried Democracy Rights protest so the process,Positif,0.05
ruu tni sedg berlaku indo rakyat membantah puan maharani puan megawati kalian bodoh bahkan malaysia aja emang polisi tentara bisa campur tangan politik bisa berpolitik sama sekali karna tugas hanya berkhidmat buat negara,nong_niki,Sun Mar 30 00:09:06 +0000 2025,"['ruu', 'tni', 'sedg', 'berlaku', 'indo', 'rakyat', 'membantah', 'puan', 'maharani', 'puan', 'megawati', 'kalian', 'bodoh', 'bahkan', 'malaysia', 'aja', 'emang', 'polisi', 'tentara', 'bisa', 'campur', 'tangan', 'politik', 'bisa', 'berpolitik', 'sama', 'sekali', 'karna', 'tugas', 'hanya', 'berkhidmat', 'buat', 'negara']",ruu tni sedg laku indo rakyat ban puan maharani puan megawati kalian bodoh bahkan malaysia aja emang polisi tentara bisa campur tangan politik bisa politik sama sekali karna tugas hanya khidmat buat negara,The SEDG TNI Bill applies Indo Rakyans denied Puan Maharani Puan Megawati you are stupid even Malaysia is that the army can be political interference to politics at all because the task is only for the country,Negatif,-0.26666666666666666
padahl mudik paling asik meski cape tp balik nya dpt duit darii sodara dikasi jajan bebas jajan apa aja bnyk temen,pemjahyat,Sun Mar 30 00:08:15 +0000 2025,"['padahl', 'mudik', 'paling', 'asik', 'meski', 'cape', 'tp', 'balik', 'nya', 'dpt', 'duit', 'darii', 'sodara', 'dikasi', 'jajan', 'bebas', 'jajan', 'apa', 'aja', 'bnyk', 'temen']",padahl mudik paling asik meski cape tp balik nya dpt duit dari sodara kasi jajan bebas jajan apa aja bnyk temen,"Padahl Mudik is the most cool even though it is tired but it can get money from sodara to be given a free snack snack anyway, many friends",Positif,0.27
iyessss btulll berpotensi menimbulkan konflik minor cuma nanti duluuuu peranginnn ruu tni dluuuu,classiccinno,Sun Mar 30 00:05:08 +0000 2025,"['iyessss', 'btulll', 'berpotensi', 'menimbulkan', 'konflik', 'minor', 'cuma', 'nanti', 'duluuuu', 'peranginnn', 'ruu', 'tni', 'dluuuu']",iyessss btulll potensi timbul konflik minor cuma nanti duluuuu peranginnn ruu tni dluuuu,iyessss btulll has the potential to cause minor conflict only later in the past.,Negatif,-0.06
